,net,gross,n_active,equity
2025-01-24,-0.012016840062660057,-0.010766840062660057,8.0,1.3794110191965638
2025-01-31,-0.003950732667564665,-0.0032007326675646654,5.0,1.3739613350210254
2025-02-07,0.008097053656052488,0.008097053656052488,5.0,1.3850863736720322
2025-02-14,-0.015041473655709132,-0.014327187941423418,7.0,1.3642526334715626
2025-02-21,-0.003360914644469063,-0.0030831368666912854,9.0,1.3596674968169724
2025-02-28,-0.030605553787222333,-0.030605553787222333,9.0,1.3180541201104026
2025-03-07,-0.020017550760384202,-0.020017550760384202,9.0,1.291669904856159
2025-03-14,0.010425748923407592,0.010425748923407592,9.0,1.3051365309761112
2025-03-21,-0.010943763330666613,-0.010943763330666613,9.0,1.2908534256669013
2025-03-28,-0.10009003296721178,-0.09993378296721178,8.0,1.1616518637360629
2025-04-04,0.054597028026577975,0.054909528026577975,8.0,1.2250746030975872
2025-04-11,-0.03615235386145873,-0.03583985386145873,8.0,1.180785272539717
2025-04-25,0.0254186430644704,0.02555753195335929,9.0,1.2107992319181875
2025-05-02,-0.0023840340388561814,-0.0023840340388561814,9.0,1.2079126453350735
2025-05-09,0.04918691798656563,0.04918691798656563,9.0,1.2673261455561053
2025-05-16,-0.022491775494757418,-0.022366775494757418,10.0,1.2388217304116211
2025-05-23,0.018769576653666825,0.018908465542555715,9.0,1.2620738898408104
2025-05-30,0.014701624046223598,0.014701624046223598,9.0,1.280628425687805
2025-06-06,-0.006311038349720067,-0.006154788349720067,8.0,1.2725463305815479
2025-06-13,-0.007396751545403519,-0.005521751545403519,4.0,1.2631336215442213
2025-06-20,0.0,0.0,0.0,1.2631336215442213
2025-06-27,0.008551816431007934,0.009801816431007934,9.0,1.2739357084035017
2025-07-11,-0.013297836916567827,-0.009964503583234493,3.0,1.2569951191109596
2025-07-18,0.02330678359186518,0.02518178359186518,2.0,1.2862916323281095
2025-07-25,-0.032155210335439166,-0.031321877002105834,6.0,1.2449306543378837
2025-08-01,0.019280838801558127,0.019530838801558127,5.0,1.2689339616032909
2025-08-08,0.013796729303758517,0.014153872160901375,7.0,1.2864410999758773
2025-08-15,0.009594431224609627,0.010063181224609627,8.0,1.298783770634107
2025-08-22,0.0013487911617067238,0.0018845054474210096,7.0,1.3005355587049063
2025-08-29,0.0008681788214208129,0.0010765121547541463,6.0,1.3016646561334786
2025-09-05,0.011235158983725478,0.011547658983725478,8.0,1.3162890654886346
2025-09-12,0.01071548738655286,0.010854376275441748,9.0,1.3303937443669356
2025-09-19,0.0025842645700295324,0.0025842645700295324,9.0,1.333831833784692
2025-09-26,0.010293569618425005,0.010293569618425005,9.0,1.3475617246250262
2025-10-03,-0.028100521424831795,-0.028100521424831795,9.0,1.3096945375109175
2025-10-10,0.013829095846696584,0.013985345846696584,8.0,1.327806428800051
2025-10-17,0.02097152820907028,0.02111041709795917,9.0,1.3556525587778163
2025-10-24,0.004787681591044269,0.004787681591044269,9.0,1.362142991577329
2025-10-31,0.0,0.0,0.0,1.362142991577329
2025-11-07,0.0,0.0,0.0,1.362142991577329
2025-11-14,0.0,0.0,0.0,1.362142991577329
2025-11-21,0.031367569671196464,0.032617569671196465,5.0,1.404870106767763
2025-11-28,0.003526344969454008,0.003995094969454008,8.0,1.4098241634014999
2025-12-05,0.003149857042138624,0.0033284284707100526,7.0,1.4142649079707672
2025-12-12,-0.0028877511904956722,-0.002731501190495672,8.0,1.4101808627990984
2025-12-19,0.008912959001726575,0.008912959001726575,8.0,1.422749747014246
2025-12-26,0.004904808409189347,0.005043697298078236,9.0,1.4297280619375736
2026-01-02,0.02212043567682594,0.02212043567682594,9.0,1.4613542695670165
2026-01-09,-0.0017168021292498536,-0.0015605521292498536,8.0,1.4588454134454356
2026-01-16,-0.002328016137300795,0.0014219838626992054,2.0,1.4554491977811073
2026-01-23,-0.00269975206251069,-0.0019497520625106901,5.0,1.4515198458075182
2026-01-30,0.006261900265970117,0.00647023359930345,6.0,1.4606091183160412
2026-02-06,-0.013575343387127355,-0.013262843387127354,8.0,1.4407808479805315
2026-02-13,-0.004945428284584233,-0.004945428284584233,8.0,1.4336555696230413
2026-02-20,-0.003534596916897297,-0.002784596916897297,5.0,1.428588175066759
2026-02-27,-0.026141388660190723,-0.025784245803047865,7.0,1.3912428963469865
2026-03-06,0.0,0.0,0.0,1.3912428963469865
2026-03-13,-0.021693449365500467,-0.020443449365500466,1.0,1.361062039019971
2026-03-20,-0.016527896901818554,-0.015486230235151888,6.0,1.33856654596207
2026-03-27,0.037471911441142196,0.037784411441142196,8.0,1.388725193030436
2026-04-10,0.03410635513756062,0.03424524402644951,9.0,1.4360895476524096
2026-04-17,0.002834663345300211,0.002834663345300211,9.0,1.4401603780537087
2026-04-24,0.0016126258852475514,0.0022376258852475515,10.0,1.442482817958266
2026-05-01,0.008970842135242092,0.009220842135242092,10.0,1.4554231036009688
2026-05-08,0.003247530165717793,0.003941974610162238,9.0,1.4601496340337956
2026-05-15,-0.00046875,0.0,8.0,1.4594651888928423
